Id,Employer,Jobtitle,Startdate,Enddate,Salary,Location,Experience,Specialization,description,no
2408,NYSC,CORRER,Mar-2010,Mar-2011,NULL,ANAMBRA ,1,Education,Teaching the Junior Students the uses of Computer,2976
2409,CCECC Nigeria Limited ,Assistant Personnel Manager,Mar-2013,Present,NULL,ABEOKUTA,1,Construction,"oRecruitment and Placement of workers  
oAttending to all Necessary Correspondence 
oSupervision of all structural elements on site.
oOpening of Booking Cards for Workers and Staffs.
oPreparation of Work Breakdown Structures and Schedules.
oSite Supervision of workers and Monitoring of work Progress.
oPreparation of Salary List for Works and Staff Monthly Payment.
oOrganization of Site Safety Meetings.
oSafety Induction of all Personnel on site.
oConstruction, supervision, designs, setting-out, and site management.
oPreparation of weekly Performance Report.
oOfficial Weekly and Monthly report of Site Activities to Project Manager ",3123
2410,life flour mill ltd,Sales Manager,Jan-2008,Present,NULL,ondo state,6,Marketing,sales manager south west,4769
2411,IOl ASSOCIATES,Associate Counsel,Nov-2013,Present,NULL,"Surulere, Lagos",1,NGO,A Law Firm that provides a variety of Legal Services,2080
2412,Petronella Nigeria Limited,safety engineer,Nov-2013,Present,NULL,"Eneka-Igwuruta road, Port Harcourt",1,Engineering,"Site Safety officer/Engineer in-charge of Remediation Technology Pilot Project, B-Dere, Tai LGA, Rivers State for Ogoni Restoration Project (ORP), Shell Petroleum Development Company SPDC.
",5329
2413,Tryphena & Tryposa Nig Ltd,AutoCAD Engineer/Project Analyst,Sep-2011,May-2013,NULL,"13 Adeoye Adeyemi Street, Maryland, Ikeja, Lagos",2,Construction,"Production of building desings. Architectutal, structural and building estimates using AutoCAD, revit structures.project analysis using microsoft project.site engineer assistant.",607
2414,Government Girls Secondary School Rumuokuta,student counsellor,Oct-2010,Dec-2010,NULL,PORTHARCOURT,0,Education,"my duty as a student counsellor was to assist the students to make the right decisions pertaining to their Educational, Vocational, and Personal Social needs by trying to find out their needs and assisting them to make the best decisions as it relates to their area of concern. ",3805
2415,Adaso Nig LTD,ELECTRICIAN,Jun-2007,Jul-2008,NULL,Port Harcourt,1,Production,•	Participate in installation and maintenance of electrical systems on a broad range of client properties and any other duties which may be required within job capacity.,3531
2416,Shell Petroleum Development Company Port Harcourt,Electrical Supervisor ,Feb-2009,Dec-2009,NULL,Port Harcourt,0,Oil &amp; Gas,"•	Plan layout and installation of electrical wiring, equipment and fixtures, based on job specifications and standards.",3531
2417,Ensco PLC,Instrumentation Technician,Feb-2010,Jun-2012,NULL,Angola,2,Oil &amp; Gas,"•	Test accuracy of process transmitters, pressure gauges, temperature indicators, Level controllers, other recording, indicating or controlling instruments to locate defective components in system.",3531
2418,Shell Petroleum Development Company Port Harcourt,Field Service Supervisor (Electronic Control Systems),Aug-2012,Present,NULL,Port Harcourt,2,Finance,•	Calibrate readings on instruments according to standards and adjusts phasing and aligns stages to ensure accuracy of recording and indicating function.,3531
2419,Nestle Nigeria PLC,Production Tech/ SHE Rep,May-2008,Present,NULL,Agbara,6,Production,"Production Technician/SHE Representative
•	Used and manage machines and tool efficiently for improved performance in respect to time, safety and cost. 
•	Achieved 50% improvement on regards to maintenance/performance of the machines due to good monitoring
•	Adhered strictly to compliance on guidelines and procedures implemented at each key area of the production which had reduced downtime and increased productivity by 12%
•	Exceeded the set target in year 2009-2012 in pursuance  to full team work with other colleagues
•	Consistently practiced 5s,Good Manufacturing Practice, HACCP and Total Performance Management which has brought drastically change in our operation
•	Achieved 85% smooth operation by complying with a proper shift hand-over to the incoming shift
•	Captured and reported proper data of the production events for necessary action
•	Practiced and pioneer hygienic engineering for production and maintenance personnel
•	Held toolbox talk for each shift before the start of a new week operation.
•	Worked in full compliance with the occupational health, hygiene, safety and environment programs including standards, regulations, management system, policies and procedures document and trained to enable identification of highest priority safety action items which includes; machine guarding, PPE and RPE, good housekeeping, lockout/tag out usage, OSH and E risk assessment, SHE legislative requirement, performance reporting and Behavioral Based Safety, OSH and E induction, First Aid at Work, injury and incident management
•	Participated in general monthly maintenance and inspection of safety facilities such as fire extinguisher, signage board, safety apparatus etc
•	An active member of SHE committee
•	Sustained SHE excellence by assisting line supervisors to reduce the frequency and severity of personal injuries, property damage and losses and the release of contaminant to the environment.
•	Conducted more than 200 Man/Hrs. of SHE/Technical presentations
",6151
2420,Dukwe & the 21 Pillars for Global Development Equity,Customer Care  Officer,Jan-2013,Oct-2013,NULL,PORTHARCOUT,0,IT-Hardware,"SYSTEM REPAIR, MAINTENANCE AND NETWORKING",563
2421,General And Health Logistics International Limited,Account officer,Apr-2012,Present,NULL,Abuja,2,Finance,"?	Monitoring of advances
?	Maintains banking relationship with project Bankers
?	Development, compilation, monitoring and analyzing budget estimates for the regional  offices
",5311
2422,OCO Industrial Services ,Project Engineer / Workplace Supervisor (EPCI),Jul-2012,Present,NULL,"Port-harcourt, Rivers State, Nigeria",2,Production,"Ensures work is executed safely
Support compliance with the company’s QHSE policy.
Day to Day Fabrication Planning
Quality Check of Fabrication material on receipt from vendor
Quoting for fabrication",2692
2423,National Blood Transfusion Service Armed Forces Centre Military Hospital Port Harcourt,Blood Donor Recruiter and Communication officer,Oct-2007,Present,NULL,Aba Road Port Harcourt,7,Medical,"Oversees the recruitment of voluntary blood donors, MANAGES the media and communication arm of the organisation.",2746
2427,Self Employed,Manufacturing officer,Jan-2013,Present,NULL,Port Harcourt,1,Engineering,Baking and manufacturing of liquid soap,2604
2425,Ugulu Comprehensive Secondary School (NYSC),Class Teacher,Feb-2012,Feb-2013,NULL,Imo,1,Education,Teaching mathematics and Economics (SSS Classes),2604
2428,Nationa Youth Service Corps,Geography Teacher,Jun-2013,Jun-2014,NULL,"Ahai, Ogbakiri",1,Education,SS2 and SS3 Geography Teacher,5840
2426,Niger Insurance Plc,Underwriter/Secretary,Jan-2009,Jul-2010,NULL,"Ikorodu , Lagos",1,Banking,"Writing quotes for vehicles, houses e.t.c
Assist in preparing premium
Assist in preparing insurance policies
Posting transactions into computer
Maintain the office system
Maintain schedules and calendar
Maintain filing system
Collating company information
",2604
2429,National Oil Spill Detection and Response Agency ,Industrial Trainee,Jul-2011,Dec-2011,NULL,"32, Bodo Street, GRA phase 2, Port Harcourt",0,Oil &amp; Gas,Visiting oil spill Sites and writing of reports,5840
2430,Berger paints plc,ASSISTANT TECHNICAL OFFICER,Mar-2009,Oct-2009,NULL,lagos,0,Engineering,"Running Quality test on produce and providing quality control measures.
Preparing formulation for new productions
Checking quality of raw materials brought in before company buys them.
",4479
2431,Berger paints plc,ASSISTANT TECHNICAL OFFICER,Mar-2009,Oct-2009,NULL,lagos,0,Engineering,"Running Quality test on produce and providing quality control measures.
Preparing formulation for new productions
Checking quality of raw materials brought in before company buys them.
",4479
2432,Berger paints plc,ASSISTANT TECHNICAL OFFICER,Mar-2009,Oct-2009,NULL,lagos,0,Engineering,"Running Quality test on produce and providing quality control measures.
Preparing formulation for new productions
Checking quality of raw materials brought in before company buys them.
",4479
2433,british council,customer care personnel,Mar-2012,Present,NULL,lagos,2,Hospitality,"Supervision of candidates during international exams session.
Documenting attendants, complaints and reports 
",4479
2434,british council,customer care personnel,Mar-2012,Present,NULL,lagos,2,Hospitality,"Supervision of candidates during international exams session.
Documenting attendants, complaints and reports 
",4479
2435,THE GENESIS GROUP NIG. LTD.,"QUALITY, HEALTH, SAFETY AND ENVIRONMENT OFFICER ",Nov-2013,Present,NULL,"PORT-HARCOURT, NIGERIA",1,Hospitality,"•	Helped to formulate company policies on Health, Safety, Environment and Security together with company management.
•	Participated in the establishment of the latest Industrial Food Safety Standards – the ISO 22000, in the company.
•	Training of the company staff, clients and contractors working with the company on the most current Health, Safety, Environment and Security Standards [ISO 22000].
•	 Monitored and evaluated all workers to ensure compliance to company Quality, Health, Safety, Environment and Security Standards. 
•	Ensured product quality by ensuring that Good Manufacturing Practices [G.M.P.] were carried out through out the production process.
•	Ensuring good quality of goods supplied to company by carrying out sensory evaluation and other tests on them.
•	Ensuring smooth and effective purchasing and supply chain management for the company.
•	Conducting periodic Safety Audits of company’s and contractor’s materials, premises and products.
•	Issuing permits to work for company and contractor projects. 
•	Supervising said projects to ensure compliance to highest Health and Safety standards.
•	Investigating all types of incidents that occur within and outside the company.
•	Issuing Investigation reports and ensuring that recommendations approved by company management are complied with.
•	Carrying out First Aid treatment on staff and referring those with serious complaints to company’s Registered Health Center.
",4374
2436,Delta State High court of Justice Asaba ,Administrative/Chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2437,Delta State High court of Justice Asaba ,Administrative/Chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2438,Delta State High court of Justice Asaba ,Administrative/Chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2439,Delta State High court of Justice Asaba ,Administrative/Chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2440,Delta State High court of Justice Asaba ,Administrative/Chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2441,Delta State High Court Of Justice Asaba ,Administrative/chief Clerical Officer,Nov-2003,Present,NULL,"Asaba, Delta State",11,Security,Highly interested in Taking Active Role in Security Activities,405
2442,Nigeria National Petroleum Corporation,Internship,Jul-2011,Dec-2011,NULL,"Garki, Abuja",0,Finance,Payroll and Advancement,4104
2443,COMMUNITY GIRLS SECONDARY SCHOOL,CLASS TEACHER(Mathematics),Sep-2013,Present,NULL,"OMOKU, ONELGA  RIVERS STATE",1,Education,"Preparation of lesson note, Update of diary for teaching prospectus, Teaching",1414
2447,"Govt Sec school,Lumene,( NYSC)",CLASS TEACHER(Mathematics),Jun-2013,May-2014,NULL,Bori-ogoni rivers state,1,Finance,responsible for economics and mathematics for SS2 and SS3,633
2448,Ultralog Global Control Limited,Project Engineer,Jan-2014,Present,NULL,"Trans Amadi Industrial Layout, Port - Harcourt.",0,Oil &amp; Gas,"Maintenance and Services
All kind of valve refurbishment, Calibration, pressure testing, inspection e.t.c",3075
2446,YALE FOODS LIMITED(SUMAL),Utility Operator,Jun-2010,Sep-2013,NULL,"IBADAN, OYO STATE.",3,Production,"General inspection and maintenance(flow meter, gear box, cylinder, roller).
Modification and installation of packaging machines, Inventory control(Shop Master Application), Production management.",1414
2450,corporate affairs commission,transfer assistant,Jul-2013,Jun-2014,NULL,abuja,1,NGO,"Transferring and scheduling of memo
Posting of pre-incorporation filed
Preparation of daily revenue report 
Special assistant to the principal manager, cash office
Compile and submit reports to senior manager.
Attends to any other duties that may be assigned
",2678
